K0,K1,K2,K3
1.9244498488775407e-06,-6.623685124995477e-09,6.529281797302185e-12,-1.916200972544648e-15
-6.623685124995477e-09,2.6330791771018547e-11,-2.8173877277533053e-14,8.715861731889041e-18
6.529281797302185e-12,-2.8173877277533053e-14,3.19084335606396e-17,-1.0282133910381675e-20
-1.916200972544648e-15,8.715861731889041e-18,-1.0282133910381675e-20,3.4260869382940975e-24
