Parameters,Value,Uncertainty
K0,4.053919814377595,0.0025930947193313933
K1,0.005264317463351849,8.806732103698302e-06
K2,1.3018786933710287e-06,8.952538550080735e-09
K3,-3.4550188119956315e-11,2.7690776024600327e-12
