K0,K1,K2,K3
6.724140223424358e-06,-2.1945938506709228e-08,2.0713850616549307e-11,-5.874329085946835e-15
-2.1945938506709228e-08,7.755853034631032e-11,-7.713037964625679e-14,2.2696928706609475e-17
2.0713850616549307e-11,-7.713037964625679e-14,8.014794649068165e-17,-2.4416660080685643e-20
-5.874329085946835e-15,2.2696928706609475e-17,-2.4416660080685643e-20,7.667790768445803e-24
