K0,K1,K2,K3
1.539692440116757e-06,-5.475096942132188e-09,5.49579677274651e-12,-1.6310346214007603e-15
-5.475096942132188e-09,2.1115751807145177e-11,-2.2287963563003575e-14,6.8413849032512845e-18
5.49579677274651e-12,-2.2287963563003575e-14,2.4542705830406145e-17,-7.781137196520293e-21
-1.6310346214007603e-15,6.8413849032512845e-18,-7.781137196520293e-21,2.5373215421393795e-24
