K0,K1,K2,K3
8.807134430306197e-06,-2.4314054997657907e-08,2.051372572166126e-11,-5.345764433710372e-15
-2.4314054997657907e-08,7.104539578101537e-11,-6.266258731011252e-14,1.689356909472702e-17
2.051372572166126e-11,-6.266258731011252e-14,5.743020069066742e-17,-1.5966687529096714e-20
-5.345764433710372e-15,1.689356909472702e-17,-1.5966687529096714e-20,4.558555338045877e-24
