K0,K1,K2,K3
2.9746049435134274e-06,-1.0177410186935515e-08,9.915857197722104e-12,-2.880219892733903e-15
-1.0177410186935515e-08,3.8235473625348833e-11,-3.944373767058437e-14,1.1905967313157078e-17
9.915857197722104e-12,-3.944373767058437e-14,4.2602025323003643e-17,-1.3314437102016496e-20
-2.880219892733903e-15,1.1905967313157078e-17,-1.3314437102016496e-20,4.2852414575195554e-24
