Parameters,Value,Uncertainty
K0,4.055744708322011,0.002096644805777385
K1,0.005257596562238703,7.384488763859964e-06
K2,1.3078681428614146e-06,7.70287941452853e-09
K3,-3.625052043919881e-11,2.426931795099484e-12
