K0,K1,K2,K3
4.3959194415932875e-06,-1.4710525583190442e-08,1.4088259335888913e-11,-4.0413783323411685e-15
-1.4710525583190442e-08,5.4530674303574056e-11,-5.5540043416687886e-14,1.661082040689143e-17
1.4088259335888913e-11,-5.5540043416687886e-14,5.933435127476739e-17,-1.8405887562526288e-20
-4.0413783323411685e-15,1.661082040689143e-17,-1.8405887562526288e-20,5.889997938064802e-24
