K0,K1,K2,K3
4.477522230893829e-06,-1.567409616538088e-08,1.520611266960636e-11,-4.35749571701029e-15
-1.567409616538088e-08,6.20982958247375e-11,-6.448184819667146e-14,1.930637120272692e-17
1.520611266960636e-11,-6.448184819667146e-14,7.052824133924812e-17,-2.1949066133706154e-20
-4.35749571701029e-15,1.930637120272692e-17,-2.1949066133706154e-20,7.053733223803038e-24
