Parameters,Value,Uncertainty
K0,4.058819179803063,0.0018258945505466129
K1,0.005251425879713928,6.143250376075468e-06
K2,1.3132632095258133e-06,6.245275192273737e-09
K3,-3.7903676451532224e-11,1.926109762747803e-12
