K0,K1,K2,K3
3.3338909097158173e-06,-1.0753355083682391e-08,1.0109564870727352e-11,-2.8600716599391927e-15
-1.0753355083682391e-08,3.773952518315137e-11,-3.75097578699273e-14,1.1026091125781116e-17
1.0109564870727352e-11,-3.75097578699273e-14,3.9003462227229763e-17,-1.1861157929421508e-20
-2.8600716599391927e-15,1.1026091125781116e-17,-1.1861157929421508e-20,3.7098988181523965e-24
