Parameters,Value,Uncertainty
K0,4.05510128201103,0.0016492227687376815
K1,0.005256043868896393,5.993774821473683e-06
K2,1.311922558410056e-06,6.303734795265876e-09
K3,-3.810358153703657e-11,1.9783657122121344e-12
