Parameters,Value,Uncertainty
K0,4.055397634479587,0.0015678345908453793
K1,0.005260330186174513,5.356628816755183e-06
K2,1.306390742921712e-06,5.576773194400242e-09
K3,-3.6062578090155744e-11,1.7680303765362042e-12
