Parameters,Value,Uncertainty
K0,4.05921452592599,0.0013872454176812193
K1,0.0052481496272833526,5.131353795151777e-06
K2,1.3182904629936809e-06,5.648755045197092e-09
K3,-3.9601646132632716e-11,1.8509691889099876e-12
