Parameters,Value,Uncertainty
K0,4.054272701049845,0.001982265518254635
K1,0.005262961373587458,6.386664449034213e-06
K2,1.3039142529695308e-06,6.362817038325695e-09
K3,-3.541696743634959e-11,1.955565367626483e-12
