Parameters,Value,Uncertainty
K0,4.054778943047042,0.002628378368272058
K1,0.005259153286293,9.026213524210084e-06
K2,1.309863179653875e-06,9.119147594888308e-09
K3,-3.803411660831584e-11,2.790988663357925e-12
