K0,K1,K2,K3
3.929376584861316e-06,-1.2213939418154455e-08,1.1312844639321063e-11,-3.193257005366673e-15
-1.2213939418154455e-08,4.078948278455749e-11,-3.977097468143215e-14,1.165302984646758e-17
1.1312844639321063e-11,-3.977097468143215e-14,4.0485440663207764e-17,-1.2267319841661711e-20
-3.193257005366673e-15,1.165302984646758e-17,-1.2267319841661711e-20,3.824235907060102e-24
