Parameters,Value,Uncertainty
K0,4.058136440642587,0.0023867081941532746
K1,0.005250153075368395,8.730100417244852e-06
K2,1.3158775156387696e-06,9.263547317498846e-09
K3,-3.882472412394002e-11,2.9386393195868393e-12
