calibration,confband
4.058136440642587,0.005253109316779731
4.063387909556646,0.005235240635046292
4.0686420099927885,0.005217415447885251
4.0738987417180645,0.005199633735828206
4.079158104499528,0.005181895479529182
4.084420098104229,0.005164200659765365
4.08968472229922,0.005146549257437838
4.094951976851552,0.005128941253572312
4.100221861528276,0.005111376629319866
4.105494376096445,0.005093855365957683
4.11076952032311,0.005076377444889788
4.116047293975323,0.005058942847647798
4.121327696820136,0.0050415515558916504
4.126610728624599,0.005024203551410359
4.1318963891557665,0.005006898816122749
4.137184678180688,0.004989637332078214
4.142475595466415,0.004972419081457448
4.147769140779999,0.004955244046573206
4.153065313888494,0.004938112209871045
4.158364114558949,0.004921023553930074
4.163665542558418,0.004903978061463703
4.16896959765395,0.004886975715320397
4.174276279612598,0.004870016498484418
4.179585588201414,0.004853100394076585
4.18489752318745,0.004836227385355009
4.190212084337756,0.004819397455715865
4.195529271419385,0.004802610588694121
4.200849084199389,0.0047858667679643
4.206171522444818,0.004769165977341224
4.211496585922725,0.004752508200780767
4.216824274400163,0.004735893422380596
4.222154587644179,0.004719321626380926
4.22748752542183,0.004702792797165257
4.232823087500163,0.004686306919261129
4.2381612736462335,0.004669863977340858
4.243502083627091,0.004653463956222278
4.248845517209787,0.004637106840869485
4.254191574161375,0.0046207926163935745
4.259540254248906,0.004604521268053377
4.264891557239431,0.00458829278125619
4.2702454829,0.004572107141558515
4.275602030997669,0.004555964334666781
4.280961201299484,0.004539864346438082
4.286322993572503,0.004523807162880882
4.2916874075837725,0.004507792770155754
4.297054443100348,0.004491821154576089
4.302424099889277,0.004475892302608806
4.307796377717614,0.004460006200875072
4.313171276352411,0.004444162836150997
4.3185487955607185,0.004428362195368344
4.323928935109588,0.004412604265615221
4.329311694766071,0.004396889034136777
4.334697074297221,0.004381216488335887
4.340085073470088,0.004365586615773834
4.345475692051723,0.00434999940417099
4.35086892980918,0.0043344548414074825
4.356264786509508,0.004318952915523859
4.361663261919761,0.0043034936147217555
4.367064355806989,0.004288076927364538
4.372468067938245,0.00427270284197795
4.377874398080579,0.004257371347250758
4.383283346001044,0.004242082432035374
4.3886949114666916,0.0042268360853484855
4.394109094244572,0.0042116322963716675
4.39952589410174,0.004196471054451992
4.404945310805244,0.00418135234910262
4.410367344122137,0.0041662761700034
4.41579199381947,0.004151242507001441
4.421219259664295,0.0041362513501116875
4.426649141423665,0.0041213026895174755
4.43208163886463,0.004106396515571083
4.4375167517542415,0.004091532818794277
