K0,K1,K2,K3
4.440093368735233e-06,-1.4909704948057185e-08,1.4360373052832242e-11,-4.12527935620249e-15
-1.4909704948057185e-08,5.5115676429263263e-11,-5.639038638860417e-14,1.687676755301892e-17
1.4360373052832242e-11,-5.639038638860417e-14,6.056863357771305e-17,-1.880604890631694e-20
-4.12527935620249e-15,1.687676755301892e-17,-1.880604890631694e-20,6.024312708974462e-24
