K0,K1,K2,K3
6.074551595735382e-06,-2.109658703231037e-08,2.0381129679803714e-11,-5.839188896312817e-15
-2.109658703231037e-08,8.09307202470148e-11,-8.271230446270833e-14,2.459583290991659e-17
2.0381129679803714e-11,-8.271230446270833e-14,8.841804421056904e-17,-2.7216434010799236e-20
-5.839188896312817e-15,2.459583290991659e-17,-2.7216434010799236e-20,8.628491572378374e-24
