K0,K1,K2,K3
6.908372846800486e-06,-2.2983388336901094e-08,2.1888867615001748e-11,-6.24720485169501e-15
-2.2983388336901094e-08,8.147253058463301e-11,-8.085034630788723e-14,2.3750643472650612e-17
2.1888867615001748e-11,-8.085034630788723e-14,8.315885285735721e-17,-2.5134560296532858e-20
-6.24720485169501e-15,2.3750643472650612e-17,-2.5134560296532858e-20,7.789617718992457e-24
