K0,K1,K2,K3
1.9582856999200394e-06,-7.127679484874417e-09,7.206635532722513e-12,-2.139241287301545e-15
-7.127679484874417e-09,2.804643347843284e-11,-2.967266319082937e-14,9.072660276512075e-18
7.206635532722513e-12,-2.967266319082937e-14,3.259557018021305e-17,-1.025675586853072e-20
-2.139241287301545e-15,9.072660276512075e-18,-1.025675586853072e-20,3.310407164188309e-24
