Parameters,Value,Uncertainty
K0,4.059157198030208,0.001662572618845654
K1,0.005250405176094122,6.085122545833194e-06
K2,1.3153295545386426e-06,6.540811628987114e-09
K3,-3.8614732606160506e-11,2.10513590418717e-12
