K0,K1,K2,K3
2.764147712935296e-06,-9.525187944663953e-09,9.311539051251251e-12,-2.7112580894748937e-15
-9.525187944663953e-09,3.7028716397807444e-11,-3.8791466371372754e-14,1.1821069014916014e-17
9.311539051251251e-12,-3.8791466371372754e-14,4.278221676589307e-17,-1.3548292885625205e-20
-2.7112580894748937e-15,1.1821069014916014e-17,-1.3548292885625205e-20,4.4315971750979346e-24
