K0,K1,K2,K3
2.719935740922784e-06,-9.451804719027081e-09,9.216002890260381e-12,-2.659710369729654e-15
-9.451804719027081e-09,3.592533661053188e-11,-3.695702451908949e-14,1.1053225983651423e-17
9.216002890260381e-12,-3.695702451908949e-14,3.973707236904572e-17,-1.229214394665065e-20
-2.659710369729654e-15,1.1053225983651423e-17,-1.229214394665065e-20,3.9139308912566255e-24
