calibration,confband
4.05319737070671,0.004590153650955596
4.0584661812340865,0.0045743626420822695
4.063737588383916,0.004558609173669573
4.069011591954849,0.00454289322433304
4.07428819174553,0.004527214772777228
4.079567387554608,0.004511573797796336
4.084849179180732,0.004495970278274831
4.090133566422548,0.004480404193188085
4.095420549078704,0.004464875521603
4.100710126947846,0.004449384242678655
4.106002299828625,0.0044339303356669395
4.111297067519687,0.004418513779913202
4.1165944298196795,0.004403134554856898
4.121894386527251,0.004387792640032236
4.127196937441049,0.004372488015068839
4.13250208235972,0.004357220659692398
4.1378098210819125,0.0043419905537253325
4.143120153406275,0.004326797677087463
4.148433079131453,0.004311642009796668
4.153748598056097,0.0042965235319695596
4.159066709978854,0.004281442223822166
4.1643874146983695,0.004266398065670595
4.169710712013292,0.0042513910379317265
4.1750366017222715,0.0042364211211238885
4.180365083623954,0.0042214882958675525
4.185696157516986,0.004206592542886016
4.191029823200018,0.004191733843006102
4.196366080471695,0.004176912177158852
4.201704929130666,0.004162127526380226
4.207046368975578,0.004147379871811808
4.212390399805081,0.004132669194701508
4.217737021417819,0.00411799547640427
4.223086233612442,0.004103358698382789
4.2284380361875975,0.004088758842208215
4.233792428941933,0.004074195889560881
4.239149411674095,0.004059669822231012
4.244508984182733,0.004045180622119457
4.2498711462664955,0.004030728271238407
4.255235897724026,0.00401631275171212
4.260603238353976,0.004001934045777661
4.265973167954992,0.003987592135785622
4.271345686325722,0.003973287004200868
4.276720793264814,0.0039590186336032635
4.282098488570914,0.003944787006688418
4.287478772042672,0.003930592106268425
4.292861643478733,0.003916433915272604
4.298247102677746,0.003902312416748248
4.30363514943836,0.0038882275938613717
4.30902578355922,0.0038741794298974546
4.314419004838976,0.0038601679082621984
4.319814813076277,0.0038461930124822756
4.325213208069766,0.003832254726206084
4.330614189618094,0.0038183530332045034
4.336017757519907,0.0038044879173716505
4.341423911573855,0.0037906593627256395
4.346832651578584,0.0037768673534093397
4.352243977332742,0.0037631118736911355
4.357657888634978,0.0037493929079656886
4.3630743852839355,0.003735710440754702
4.368493467078267,0.003722064456707678
4.3739151338166185,0.003708454940602688
4.379339385297636,0.0036948818773471317
4.384766221319969,0.003681345251978504
4.390195641682265,0.0036678450496651594
4.395627646183172,0.0036543812557070757
4.401062234621337,0.00364095385553662
4.406499406795407,0.0036275628347193145
4.411939162504032,0.003614208178954596
4.417381501545858,0.003600889874076587
4.422826423719532,0.003587607906054851
4.428273928823703,0.0035743622609951597
4.433724016657019,0.003561152925140257
4.439176687018127,0.00354797988487061
4.4446319397056735,0.0035348431267051787
4.4500897745183075,0.003521742637302164
4.4555501912546776,0.0035086784034597733
4.46101318971343,0.0034956504121169646
4.466478769693213,0.003482658650354206
4.471946930992673,0.003469703105394221
