K0,K1,K2,K3
4.349308543692648e-06,-1.4980247646796068e-08,1.4555141681058258e-11,-4.217119893265347e-15
-1.4980247646796068e-08,5.807697663095426e-11,-6.047369016711941e-14,1.834483319747759e-17
1.4555141681058258e-11,-6.047369016711941e-14,6.646072987839713e-17,-2.098571472696393e-20
-4.217119893265347e-15,1.834483319747759e-17,-2.098571472696393e-20,6.844983370630118e-24
