K0,K1,K2,K3
6.38536610931419e-06,-2.1911204562389655e-08,2.094228132997715e-11,-5.948188857350679e-15
-2.1911204562389655e-08,8.682266305662428e-11,-8.962988824546341e-14,2.674694919370275e-17
2.094228132997715e-11,-8.962988824546341e-14,9.782844046147504e-17,-3.041155659288079e-20
-5.948188857350679e-15,2.674694919370275e-17,-3.041155659288079e-20,9.77040029720908e-24
