Parameters,Value,Uncertainty
K0,4.061298173199556,0.0025269281963115195
K1,0.005237085731755433,9.317867945867461e-06
K2,1.3282121135947032e-06,9.890826075787353e-09
K3,-4.216601166053556e-11,3.1257639541732963e-12
