K0,K1,K2,K3
2.5636375318276607e-06,-9.149682003340882e-09,9.026368644155149e-12,-2.6285641020705965e-15
-9.149682003340882e-09,3.669167021987665e-11,-3.851503574104593e-14,1.1662109235566852e-17
9.026368644155149e-12,-3.851503574104593e-14,4.233438333046648e-17,-1.3256387450362508e-20
-2.6285641020705965e-15,1.1662109235566852e-17,-1.3256387450362508e-20,4.2660500535065044e-24
