Parameters,Value,Uncertainty
K0,4.058665550213914,0.0016011363251852294
K1,0.005249449620167759,6.057364956800659e-06
K2,1.316252470229839e-06,6.506487787621405e-09
K3,-3.88919326047716e-11,2.0654418543029733e-12
