K0,K1,K2,K3
2.754805460209439e-06,-9.308092150624937e-09,9.009751550623224e-12,-2.6069047871149855e-15
-9.308092150624937e-09,3.4160583775765924e-11,-3.4847617791012543e-14,1.044933268614365e-17
9.009751550623224e-12,-3.4847617791012543e-14,3.712881297950828e-17,-1.1506266804534293e-20
-2.6069047871149855e-15,1.044933268614365e-17,-1.1506266804534293e-20,3.665384886312395e-24
