Parameters,Value,Uncertainty
K0,4.054864443584605,0.0016597606635323778
K1,0.005260431649474744,5.8447056192562794e-06
K2,1.3064348893706457e-06,6.093341692331744e-09
K3,-3.613580379103263e-11,1.914519492277996e-12
